2021-08-30 16:02:31,217 | DEBUG | MainThread | GeoPolRisk.py:48 -             __init__() | Username: anish
2021-08-30 16:02:31,540 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,547 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2015 for the Country Australia for the resource Copper
2021-08-30 16:02:31,548 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,548 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,554 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2016 for the Country Australia for the resource Copper
2021-08-30 16:02:31,555 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,555 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,561 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2017 for the Country Australia for the resource Copper
2021-08-30 16:02:31,561 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,562 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,568 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2002 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,568 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,568 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,575 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2003 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,575 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,575 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,582 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2004 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,582 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,582 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,589 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2005 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,589 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,589 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,596 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2006 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,596 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,596 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,602 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2007 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,603 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,603 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,609 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2008 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,610 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,610 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,616 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2009 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,617 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,617 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,623 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2010 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,623 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,624 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,629 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2011 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,630 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,630 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,638 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2012 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,638 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,639 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,645 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2013 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,646 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,646 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,652 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2014 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,653 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,653 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,659 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2015 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,660 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,660 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,666 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2016 for the Country Australia for the resource Barytes
2021-08-30 16:02:31,667 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:31,667 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:31,673 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2017 for the Country Australia for the resource Barytes
2021-08-30 16:02:32,092 | DEBUG | MainThread | api.py:70 -         traderequest() | https://comtrade.un.org/api/get?max=50000&type=C&freq=A&px=HS&ps=2017&r=36&p=all&cc=2511&rg=1&fmt=json
2021-08-30 16:02:44,206 | DEBUG | MainThread | api.py:293 -     TotalCalculation() | 2017 is not in list
2021-08-30 16:02:44,206 | DEBUG | MainThread | api.py:294 -     TotalCalculation() | Please update Production database!
2021-08-30 16:02:44,210 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2002 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,211 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,211 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,218 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2003 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,218 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,218 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,224 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2004 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,225 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,225 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,231 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2005 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,232 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,232 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,238 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2006 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,239 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,239 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,245 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2007 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,246 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,246 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,252 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2008 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,252 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,253 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,259 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2009 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,260 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,260 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,266 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2010 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,266 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,266 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,273 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2011 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,273 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
2021-08-30 16:02:44,273 | DEBUG | MainThread | GeoPolRisk.py:319 -          extractdata() | Exporting database in the format csv
2021-08-30 16:02:44,280 | DEBUG | MainThread | api.py:258 -     TotalCalculation() | The period is 2012 for the Country Australia for the resource Bismuth
2021-08-30 16:02:44,280 | DEBUG | MainThread | api.py:305 -     TotalCalculation() | No transaction has been made, as data preexists
