,Year,Resource,Country,Recycling Rate,Recycling Scenario,Risk,GeoPolRisk Characterization Factor,HHI,Weighted Trade AVerage
1439,2012,Antimony,France,0,0,0.143846139565295,1798.07674456619,0.586,0.245471227927126
1440,2013,Antimony,France,0,0,0.168438354944,1718.0712204288,0.613,0.274777088
1441,2014,Antimony,France,0,0,0.200879108013319,1882.2372420848,0.595,0.337611946240873
1442,2015,Antimony,France,0,0,0.247900588367355,1787.36324212863,0.587,0.422317867746771
1443,2016,Antimony,France,0,0,0.257817829797361,1905.2737622025,0.557,0.462868635183772
1444,2002,Asbestos,France,0,0,0.03050530025575,7.8703674659835,0.293,0.10411365275
1445,2003,Asbestos,France,0,0,0.090248950386,113.71367748636,0.294,0.306969219
1446,2004,Asbestos,France,0,0,0.184333337496,43.134000974064,0.297,0.620650968
1447,2005,Asbestos,France,0,0,0.029690617656,16.656436505016,0.321,0.092494136
1448,2006,Asbestos,France,0,0,0.0413029278748832,18.5863175436975,0.337,0.122560616839416
1449,2007,Asbestos,France,0,0,0.018894142917,8.936929599741,0.351,0.053829467
1450,2008,Asbestos,France,0,0,0.021349376796,15.926635089816,0.354,0.060308974
1451,2009,Asbestos,France,0,0,0.019156541879013,15.0761984587832,0.346,0.055365727974026
1452,2010,Asbestos,France,0,0,0.028492605152,22.395187649472,0.352,0.080944901
1453,2011,Asbestos,France,0,0,0.044818562624,41.726081802944,0.352,0.127325462
1454,2012,Asbestos,France,0,0,0.036914789842,57.95622005194,0.343,0.107623294
1455,2013,Asbestos,France,0,0,0.000246448413627444,0.37213710457744,0.328,0.000751367114717816
1456,2014,Asbestos,France,0,0,0.0,0.0,0.315,0.0
1457,2015,Asbestos,France,0,0,0.0,0.0,0.3,0.0
1458,2016,Asbestos,France,0,0,0.04102656168,78.3607328088,0.304,0.134955795
1459,2002,Chromium,France,0,0,0.112628537620043,89.652315945554,0.272,0.414075505956039
1460,2003,Chromium,France,0,0,0.113858167926579,101.561485790509,0.283,0.402325681719361
1461,2004,Chromium,France,0,0,0.0841750728428224,116.161600523095,0.247,0.340789768594423
1462,2005,Chromium,France,0,0,0.0866648862638813,130.863978258461,0.228,0.380109150280181
1463,2006,Chromium,France,0,0,0.0744428813895395,104.964462759251,0.214,0.34786393172682
1464,2007,Chromium,France,0,0,0.0553557218609437,111.265000940497,0.228,0.242788253776069
1465,2008,Chromium,France,0,0,0.0616147014025757,215.035307894989,0.221,0.278799553857809
1466,2009,Chromium,France,0,0,0.0639055507376207,129.72826799737,0.212,0.301441277064249
1467,2010,Chromium,France,0,0,0.0696123061104437,184.472611192676,0.221,0.314987810454496
1468,2011,Chromium,France,0,0,0.0862017702629052,234.468815115102,0.231,0.373167836635953
1469,2012,Chromium,France,0,0,0.0889625388585939,226.854474089415,0.24,0.370677245244141
1470,2013,Chromium,France,0,0,0.0895223435203947,201.425272920888,0.254,0.352450171340137
1471,2014,Chromium,France,0,0,0.0908619085942973,237.149581431116,0.253,0.359137978633586
1472,2015,Chromium,France,0,0,0.103556331201645,252.677448132014,0.272,0.380721805888402
1473,2016,Chromium,France,0,0,0.101267413464876,220.76296135343,0.254,0.398690604192425
1474,2002,Graphite,France,0,0,0.190852596562933,94.472035298652,0.672,0.284006840123413
1475,2003,Graphite,France,0,0,0.253050634959976,118.174646526309,0.719,0.351948031933208
1476,2004,Graphite,France,0,0,0.226126164423486,106.053171114615,0.685,0.330111188939396
1477,2005,Graphite,France,0,0,0.234909931714835,126.146633330866,0.708,0.331793688862761
1478,2006,Graphite,France,0,0,0.248674347932024,137.516914406409,0.697,0.356778117549532
1479,2007,Graphite,France,0,0,0.180022463213173,114.494286603578,0.528,0.340951634873434
1480,2008,Graphite,France,0,0,0.208188247783507,171.963492669177,0.588,0.354061645890318
1481,2009,Graphite,France,0,0,0.247533312206486,222.037381049218,0.662,0.37391739004001
1482,2010,Graphite,France,0,0,0.260218373832353,207.405396526839,0.719,0.361917070698683
1483,2011,Graphite,France,0,0,0.22910533375652,258.889027144868,0.6,0.381842222927534
1484,2012,Graphite,France,0,0,0.185560019291108,224.527623342241,0.485,0.382597977919811
1485,2013,Graphite,France,0,0,0.191312275664381,220.009117014038,0.487,0.39283834838682
1486,2014,Graphite,France,0,0,0.180460820691486,187.679253519145,0.507,0.355938502350071
1487,2015,Graphite,France,0,0,0.16576632809286,207.207910116075,0.488,0.339685098550943
1488,2016,Graphite,France,0,0,0.111868404758874,136.479453805827,0.402,0.278279613828046
1489,2017,Graphite,France,0,0,0.141613361337498,160.023098311372,0.424,0.333993776739381
1490,2002,Natural gas,France,0,0,0.0842761283187279,,0.106,0.795057814327622
1491,2003,Natural gas,France,0,0,0.0821249888133052,,0.102,0.805146949150051
1492,2004,Natural gas,France,0,0,0.0621202299828043,,0.1,0.621202299828043
1493,2005,Natural gas,France,0,0,0.0550081704303839,,0.094,0.585193302450892
1494,2006,Natural gas,France,0,0,0.0529558788691977,,0.091,0.581932734826348
1495,2007,Natural gas,France,0,0,0.0495678149095848,,0.09,0.550753498995387
1496,2008,Natural gas,France,0,0,0.0508107464348144,,0.09,0.564563849275716
1497,2009,Natural gas,France,0,0,0.0454860228596278,,0.085,0.535129680701503
1498,2010,Natural gas,France,0,0,0.0465678682072114,,0.084,0.554379383419184
1499,2011,Natural gas,France,0,0,0.0479515408709279,,0.088,0.544903873533272
1500,2012,Natural gas,France,0,0,0.0537705762137927,,0.087,0.618052600158536
1501,2013,Natural gas,France,0,0,0.0497105821212378,,0.087,0.571386001393538
1502,2014,Natural gas,France,0,0,0.0518054064998674,,0.087,0.595464442527212
1503,2015,Natural gas,France,0,0,0.0517028421904776,,0.087,0.594285542419283
1504,2016,Natural gas,France,0,0,0.0512922835477014,,0.085,0.603438629972957
1505,2017,Natural gas,France,0,0,0.0477008816468923,,0.086,0.554661414498748
1506,2002,Petroleum,France,0,0,0.0241887674882904,,0.055,0.43979577251437
1507,2003,Petroleum,France,0,0,0.0260485039333526,,0.058,0.449112136781942
1508,2004,Petroleum,France,0,0,0.0238059220459426,,0.058,0.410446931826596
1509,2005,Petroleum,France,0,0,0.0244453454810565,,0.059,0.414327889509433
1510,2006,Petroleum,France,0,0,0.0232568093262733,,0.058,0.400979471142643
1511,2007,Petroleum,France,0,0,0.0202299185009589,,0.057,0.354910850894016
1512,2008,Petroleum,France,0,0,0.0209070804229908,,0.06,0.34845134038318
1513,2009,Petroleum,France,0,0,0.0206524011397795,,0.057,0.362322827013676
1514,2010,Petroleum,France,0,0,0.0229298017943451,,0.057,0.402277224462195
1515,2011,Petroleum,France,0,0,0.0286956558404991,,0.059,0.486367048144053
1516,2012,Petroleum,France,0,0,0.0314591042327279,,0.061,0.515723020208654
1517,2013,Petroleum,France,0,0,0.0334227374171661,,0.063,0.530519641542319
1518,2014,Petroleum,France,0,0,0.0371835291605781,,0.066,0.563386805463305
1519,2015,Petroleum,France,0,0,0.0361338451568881,,0.067,0.539311121744598
1520,2016,Petroleum,France,0,0,0.0349889213003455,,0.068,0.514542960299199
1521,2017,Petroleum,France,0,0,0.0324638325758515,,0.069,0.470490327186254
1522,2002,Coal,France,0,0,0.0584716660383047,,0.149,0.392427288847683
1523,2003,Coal,France,0,0,0.0662450244147589,,0.147,0.450646424590197
1524,2004,Coal,France,0,0,0.0560944547873517,,0.148,0.379016586401025
1525,2005,Coal,France,0,0,0.0576446174550512,,0.15,0.384297449700342
1526,2006,Coal,France,0,0,0.0478761794140346,,0.148,0.323487698743477
1527,2007,Coal,France,0,0,0.0406159327748855,,0.151,0.268979687250897
1528,2008,Coal,France,0,0,0.0412028162995258,,0.156,0.264120617304653
1529,2009,Coal,France,0,0,0.0520864762814093,,0.17,0.306391036949466
1530,2010,Coal,France,0,0,0.064120068336422,,0.185,0.346594963980659
1531,2011,Coal,France,0,0,0.077133629716935,,0.195,0.395557075471462
1532,2012,Coal,France,0,0,0.0800151214222561,,0.202,0.396114462486416
1533,2013,Coal,France,0,0,0.0806850203812539,,0.21,0.384214382767876
1534,2014,Coal,France,0,0,0.089429371704522,,0.214,0.417894260301505
1535,2015,Coal,France,0,0,0.0891710203950325,,0.23,0.387700088674054
1536,2016,Coal,France,0,0,0.0996186926822614,,0.243,0.409953467828236
1537,2017,Coal,France,0,0,0.105151558418022,,0.253,0.415618807976373
1538,2002,Tin,France,0,0,0.052987142128,284.284495459461,0.232,0.228392854
1539,2003,Tin,France,0,0,0.065332359284,401.662038230846,0.251,0.260288284
1540,2004,Tin,France,0,0,0.0514585539646667,515.198411024386,0.261,0.197159210592593
1541,2005,Tin,France,0,0,0.0791700069388042,666.171273186152,0.259,0.305675702466426
1542,2006,Tin,France,0,0,0.0326595368135045,318.903394024728,0.275,0.118761952049107
1543,2007,Tin,France,0,0,0.0299033225877831,455.518210079377,0.285,0.104923938904502
1544,2008,Tin,France,0,0,0.0698568338994343,1257.42231162148,0.261,0.267650704595533
1545,2009,Tin,France,0,0,0.0457550907888287,643.852826154976,0.256,0.178730823393862
1546,2010,Tin,France,0,0,0.0462513657895538,943.787794782634,0.25,0.185005463158215
1547,2011,Tin,France,0,0,0.0545584098859989,1280.63209656289,0.253,0.215645888877466
1548,2012,Tin,France,0,0,0.0739274949557016,1417.55306230103,0.255,0.28991174492432
1549,2013,Tin,France,0,0,0.0716773239044621,1456.01731913329,0.267,0.268454396645926
1550,2014,Tin,France,0,0,0.0631042952349471,1276.97788733144,0.258,0.244590291608322
1551,2015,Tin,France,0,0,0.0645545137878935,1059.87666481405,0.233,0.277057999089672
1552,2016,Tin,France,0,0,0.0478663248853237,912.889316335935,0.192,0.249303775444394
1553,2017,Tin,France,0,0,0.0497595599348331,1025.71072718709,0.19,0.261892420709648
1554,2002,Titanium,France,0,0,0.0264263191885863,,0.158,0.167255184737888
1555,2003,Titanium,France,0,0,0.0389509531027451,,0.148,0.263182115559088
1556,2004,Titanium,France,0,0,0.0361460175614564,,0.145,0.249282879734182
1557,2005,Titanium,France,0,0,0.0351728540799765,,0.144,0.244255931110948
1558,2006,Titanium,France,0,0,0.0194735530613066,,0.147,0.132473150076916
1559,2007,Titanium,France,0,0,0.0209105588635505,,0.143,0.146227684360493
1560,2008,Titanium,France,0,0,0.0357403879073658,,0.14,0.255288485052613
1561,2009,Titanium,France,0,0,0.0384514831903868,,0.122,0.315176091724482
1562,2010,Titanium,France,0,0,0.0423497023875678,,0.13,0.325766941442829
1563,2011,Titanium,France,0,0,0.0413207659101022,,0.12,0.344339715917518
1564,2012,Titanium,France,0,0,0.0288186289776383,,0.122,0.23621827030851
1565,2013,Titanium,France,0,0,0.0422320360216312,,0.122,0.346164229685502
1566,2014,Titanium,France,0,0,0.0298457673748521,,0.116,0.25729109805907
1567,2015,Titanium,France,0,0,0.0422502426339662,,0.109,0.387616904898773
1568,2016,Titanium,France,0,0,0.0470765408307,,0.111,0.424112980456756
1569,2017,Titanium,France,0,0,0.0602383882941371,,0.106,0.568286682020161
1570,2002,Tungsten,France,0,0,0.10212037751653,927.253027850091,0.583,0.175163597798507
1571,2003,Tungsten,France,0,0,0.111325152137735,969.642075119671,0.536,0.207696179361446
1572,2004,Tungsten,France,0,0,0.231649330484045,2687.13223361493,0.759,0.305203333971074
1573,2005,Tungsten,France,0,0,0.0906283900258281,2709.78886177226,0.672,0.134863675633673
1574,2006,Tungsten,France,0,0,0.0638620865026186,2362.89720059689,0.53,0.120494502835129
1575,2007,Tungsten,France,0,0,0.0903424779203716,3243.29495734134,0.477,0.189397228344595
1576,2008,Tungsten,France,0,0,0.0696768138642857,2445.65616663643,0.54,0.129031136785714
1577,2009,Tungsten,France,0,0,0.11861518578,3048.410274546,0.58,0.204508941
1578,2010,Tungsten,France,0,0,0.300305124231,8108.238354237,0.623,0.482030697
1579,2011,Tungsten,France,0,0,0.203717789175709,9513.62075450563,0.682,0.29870643574151
1580,2012,Tungsten,France,0,0,0.383958782894279,21770.4629901056,0.669,0.573929421366636
1581,2013,Tungsten,France,0,0,0.387335811729823,18049.8488266097,0.686,0.564629463163007
1582,2014,Tungsten,France,0,0,0.074601846067524,3372.00344225209,0.626,0.119172278063137
1583,2015,Tungsten,France,0,0,0.0,0.0,0.645,0.0
1584,2016,Tungsten,France,0,0,0.295125494383609,7378.13735959024,0.639,0.461855233777166
1585,2002,Uranium,France,0,0,0.0,,0.149,0.0
1586,2003,Uranium,France,0,0,0.037481512896,,0.144,0.260288284
1587,2004,Uranium,France,0,0,0.0304267112928927,,0.149,0.204206116059682
1588,2005,Uranium,France,0,0,0.0241032804365358,,0.147,0.163967894126094
1589,2006,Uranium,France,0,0,0.0142871094740954,,0.13,0.109900842108426
1590,2007,Uranium,France,0,0,0.0538474854114098,,0.132,0.407935495540984
1591,2008,Uranium,France,0,0,0.0393049765680345,,0.131,0.300037989068966
1592,2009,Uranium,France,0,0,0.0785077303756097,,0.15,0.523384869170732
1593,2010,Uranium,France,0,0,0.057501902548,,0.164,0.350621357
1594,2011,Uranium,France,0,0,0.0862995716746055,,0.177,0.487568201551443
1595,2012,Uranium,France,0,0,0.110717562797841,,0.174,0.636307832171502
1596,2013,Uranium,France,0,0,0.0,,0.186,0.0
1597,2014,Uranium,France,0,0,0.115351121821386,,0.205,0.562688399128713
1598,2015,Uranium,France,0,0,0.0549810580680167,,0.209,0.263067263483333
1599,2016,Uranium,France,0,0,0.0620255950040606,,0.13,0.477119961569697
1600,2002,Magnesite,France,0,0,0.11295247100997705,49.586134773379925,0.281,0.40196608900347697
1601,2003,Magnesite,France,0,0,0.11995906747464692,61.41904254701922,0.296,0.4052671198467801
1602,2004,Magnesite,France,0,0,0.14560267009585448,86.63358870703341,0.333,0.4372452555431065
1603,2005,Magnesite,France,0,0,0.1464743780958275,87.00578058892154,0.4,0.3661859452395688
1604,2006,Magnesite,France,0,0,0.13738353011136303,82.70488512704054,0.378,0.3634484923581033
1605,2007,Magnesite,France,0,0,0.14802164851647856,78.59949536225011,0.394,0.3756894632397933
1606,2008,Magnesite,France,0,0,0.15805775832983268,81.7158610565235,0.423,0.3736590031438125
1607,2009,Magnesite,France,0,0,0.16364996871440635,95.24428179178452,0.435,0.3762068246308193
1608,2010,Magnesite,France,0,0,0.14164777398450615,85.13031216468819,0.393,0.3604269058129927
1609,2011,Magnesite,France,0,0,0.15213869661915438,95.72486715266044,0.419,0.3630995146041871
1610,2012,Magnesite,France,0,0,0.23071718313334824,115.58930874980749,0.363,0.6355845265381495
1611,2013,Magnesite,France,0,0,0.26266397190353835,135.27194553032226,0.396,0.6632928583422685
1612,2014,Magnesite,France,0,0,0.2072910672708328,125.41109569885384,0.436,0.47543822768539634
1613,2015,Magnesite,France,0,0,0.15827530466010586,68.84975752714605,0.406,0.3898406518721819
1614,2016,Magnesite,France,0,0,0.17353893205436122,74.79527971542969,0.425,0.4083268989514382
1615,2002,Mercury,France,0,0,0.0,0.0,0.064,0.0
1616,2003,Mercury,France,0,0,0.0255092419950367,125.760563035531,0.066,0.386503666591466
1617,2004,Mercury,France,0,0,0.017487415217405,292.039834130663,0.102,0.171445247229461
1618,2005,Mercury,France,0,0,0.0111778249644508,266.032234153929,0.1,0.111778249644508
1619,2006,Mercury,France,0,0,0.00461863537921555,79.4405285225074,0.062,0.0744941190196056
1620,2007,Mercury,France,0,0,0.00491421089704002,79.1187954423444,0.067,0.0733464312991048
1621,2008,Mercury,France,0,0,0.0104380054834952,181.621295412817,0.125,0.0835040438679618
1622,2009,Mercury,France,0,0,0.00964932498035081,167.898254658104,0.144,0.0670092012524362
1623,2010,Mercury,France,0,0,0.0276474367623351,754.775023611747,0.153,0.180702201061014
1624,2011,Mercury,France,0,0,0.0366697451465694,1877.49095150435,0.139,0.26381111616237
1625,2012,Mercury,France,0,0,0.0290940078483333,2176.23178705533,0.122,0.238475474166667
1626,2013,Mercury,France,0,0,0.0483905075577348,4790.66024821575,0.177,0.273392698066298
1627,2014,Mercury,France,0,0,0.0646438133577778,5695.11995682022,0.223,0.289882571111111
1628,2015,Mercury,France,0,0,0.066402116493886,3765.00000520334,0.276,0.240587378601036
1629,2016,Mercury,France,0,0,0.0699040770109891,2845.09593434726,0.34,0.205600226502909
1630,2017,Mercury,France,0,0,0.0498052482117388,1504.11849599451,0.354,0.140692791558584
1631,2002,Manganese,Germany,0,0,0.0312062818987628,14.6981587743173,0.119,0.262237663014813
1632,2003,Manganese,Germany,0,0,0.0262327143106102,15.7133958720555,0.113,0.232147914253188
1633,2004,Manganese,Germany,0,0,0.0282438232860794,30.7857673818265,0.116,0.243481235224822
1634,2005,Manganese,Germany,0,0,0.0291610595989815,20.7626744344748,0.129,0.2260547255735
1635,2006,Manganese,Germany,0,0,0.0334825131641694,26.7860105313356,0.136,0.24619494973654
1636,2007,Manganese,Germany,0,0,0.0,0.0,0.153,0.0
1637,2008,Manganese,Germany,0,0,0.0337528315551985,80.3317391013724,0.152,0.222058102336832
1638,2009,Manganese,Germany,0,0,0.0412502828664272,56.5128875270052,0.173,0.238440941424435
1639,2010,Manganese,Germany,0,0,0.0373591090521184,56.0386635781775,0.15,0.249060727014122
1640,2011,Manganese,Germany,0,0,0.0474587449993161,69.2897676990015,0.16,0.296617156245726
1641,2012,Manganese,Germany,0,0,0.0511189838218612,71.5665773506057,0.165,0.309812023162795
1642,2013,Manganese,Germany,0,0,0.0550813246038917,89.2317458583045,0.159,0.346423425181709
1643,2014,Manganese,Germany,0,0,0.0598002851515978,80.730384954657,0.174,0.343679799721826
1644,2015,Manganese,Germany,0,0,0.069512622028093,84.1102726539925,0.195,0.356474984759451
1645,2016,Manganese,Germany,0,0,0.0637653239690388,,0.184,0.346550673744776
1646,2017,Manganese,Germany,0,0,0.0493317270492938,,0.153,0.322429588557476
1647,2002,Iron,Germany,0,0,0.0306810668936537,1.18827772079121,0.129,0.237837727857781
1648,2003,Iron,Germany,0,0,0.0398905606632289,1.60080819941538,0.131,0.304508096665869
1649,2004,Iron,Germany,0,0,0.0422578777831433,1.88343361279469,0.137,0.308451662650681
1650,2005,Iron,Germany,0,0,0.049882683122682,3.69680564622196,0.151,0.330348894852198
1651,2006,Iron,Germany,0,0,0.0503549898549159,3.88236971781402,0.172,0.29276156892393
1652,2007,Iron,Germany,0,0,0.0511722355993467,6.59507772404381,0.186,0.275119546233047
1653,2008,Iron,Germany,0,0,0.0554567799841734,8.41223895579927,0.198,0.280084747394815
1654,2009,Iron,Germany,0,0,0.0,0.0,0.212,0.0
1655,2010,Iron,Germany,0,0,0.0622501664639575,9.07980928043285,0.224,0.277902528856953
1656,2011,Iron,Germany,0,0,0.083509122141434,12.6215687204563,0.249,0.335378000568008
1657,2012,Iron,Germany,0,0,0.0834541351961678,9.73325578792905,0.249,0.335157169462521
1658,2013,Iron,Germany,0,0,0.0974350316033076,12.0234828998481,0.26,0.374750121551183
1659,2014,Iron,Germany,0,0,0.0933554806792509,8.36371751405409,0.263,0.354963804864072
1660,2015,Iron,Germany,0,0,0.0977088059453231,5.57721864335904,0.254,0.384680338367414
1661,2016,Iron,Germany,0,0,0.0,0.0,0.24,0.0
1662,2017,Iron,Germany,0,0,0.0895192142041101,6.60114685541108,0.228,0.392628132474167
1663,2002,Copper,Germany,0,0,0.0643195825347615,132.533072596177,0.148,0.434591773883523
1664,2003,Copper,Germany,0,0,0.0616318511896968,137.722534668497,0.16,0.385199069935605
1665,2004,Copper,Germany,0,0,0.0560346063461054,188.870244150183,0.168,0.333539323488723
1666,2005,Copper,Germany,0,0,0.0595176816415259,249.65524812081,0.156,0.381523600266191
1667,2006,Copper,Germany,0,0,0.0,0.0,0.156,0.0
1668,2007,Copper,Germany,0,0,0.0548772892220989,409.336834355234,0.157,0.349536874026108
1669,2008,Copper,Germany,0,0,0.0470906196165667,318.529898304184,0.148,0.318179862274099
1670,2009,Copper,Germany,0,0,0.0479045257550742,255.743580241297,0.147,0.325881127585539
1671,2010,Copper,Germany,0,0,0.0533871447090495,402.260390210852,0.143,0.37333667628706
1672,2011,Copper,Germany,0,0,0.0538373985782164,428.202748453659,0.139,0.387319414231773
1673,2012,Copper,Germany,0,0,0.0563608087920695,407.319001532199,0.137,0.411392764905617
1674,2013,Copper,Germany,0,0,0.0551710397957969,368.769298809484,0.132,0.417962422695431
1675,2014,Copper,Germany,0,0,0.0506873966209695,321.471127471411,0.13,0.389903050930535
1676,2015,Copper,Germany,0,0,0.0463703964379473,261.115411973796,0.123,0.376995092991442
1677,2016,Copper,Germany,0,0,0.0423257135889584,219.110061078776,0.111,0.381312735035661
1678,2017,Copper,Germany,0,0,0.0423145085503637,268.263828727254,0.113,0.374464677436847
1679,2002,Barytes,Germany,0,0,0.062807078066338,2.92680983789135,0.242,0.259533380439413
1680,2003,Barytes,Germany,0,0,0.076580800785826,3.49208451583367,0.283,0.270603536345675
1681,2004,Barytes,Germany,0,0,0.0666403969567523,3.29203560966356,0.266,0.250527808108091
1682,2005,Barytes,Germany,0,0,0.0904942764679445,4.97718520573695,0.298,0.303672068684377
1683,2006,Barytes,Germany,0,0,0.0,0.0,0.302,0.0
1684,2007,Barytes,Germany,0,0,0.0,0.0,0.326,0.0
1685,2008,Barytes,Germany,0,0,0.0962896143721108,7.34689757659205,0.311,0.309612907948909
1686,2009,Barytes,Germany,0,0,0.0626250427422107,5.32939113736213,0.236,0.265360350602588
1687,2010,Barytes,Germany,0,0,0.0981723587487502,8.46245732414227,0.263,0.373278930603613
1688,2011,Barytes,Germany,0,0,0.10516362985149,10.369133903357,0.266,0.395351991922897
1689,2012,Barytes,Germany,0,0,0.0935163257144351,13.1858019257353,0.247,0.378608606131316
1690,2013,Barytes,Germany,0,0,0.0724476239128792,9.63553398041293,0.2,0.362238119564396
1691,2014,Barytes,Germany,0,0,0.0515156570452154,6.69703541587801,0.24,0.214648571021731
1692,2015,Barytes,Germany,0,0,0.058958163536361,7.36977044204513,0.216,0.272954460816486
1693,2016,Barytes,Germany,0,0,0.0599649346926727,7.79544151004745,0.214,0.280209975199405
1694,2002,Bismuth,Germany,0,0,0.0303042775529461,209.705600666387,0.087,0.348325029344208
1695,2003,Bismuth,Germany,0,0,0.0337914141574485,213.899651616649,0.091,0.371334221510423
1696,2004,Bismuth,Germany,0,0,0.0392475380896809,290.039306482742,0.12,0.327062817414007
1697,2005,Bismuth,Germany,0,0,0.0454948083234993,392.165247748564,0.124,0.366893615512091
1698,2006,Bismuth,Germany,0,0,0.0314080676793512,348.629551240799,0.109,0.288147409902305
1699,2007,Bismuth,Germany,0,0,0.0279181202935725,865.461729100747,0.108,0.258501113829375
1700,2008,Bismuth,Germany,0,0,0.0274591699657725,771.602676038208,0.115,0.238775391006718
1701,2009,Bismuth,Germany,0,0,0.0262491783987748,454.110786298803,0.126,0.208326812688688
1702,2010,Bismuth,Germany,0,0,0.0294190020085155,567.786738764349,0.134,0.219544791108324
1703,2011,Bismuth,Germany,0,0,0.0,0.0,0.132,0.0
1704,2012,Bismuth,Germany,0,0,0.0510940494562089,1139.39730287346,0.201,0.254199251025915
1705,2013,Bismuth,Germany,0,0,0.0423683096684234,813.471545633729,0.124,0.341679916680834
1706,2014,Bismuth,Germany,0,0,0.0386593321251777,951.019570279371,0.118,0.327621458687946
1707,2015,Bismuth,Germany,0,0,0.0451722764044528,641.44632494323,0.127,0.355687215783093
1708,2016,Bismuth,Germany,0,0,0.0625215562157596,624.590346595438,0.133,0.470086888840297
1709,2002,Gold,Germany,0,0,0.0143161365602552,188516.040821854,0.076,0.188370217898095
1710,2003,Gold,Germany,0,0,0.0126698468910697,185983.045313758,0.072,0.175970095709301
1711,2004,Gold,Germany,0,0,0.0105045060797132,162543.328029405,0.07,0.150064372567331
1712,2005,Gold,Germany,0,0,0.0130113886197901,212181.110120563,0.067,0.194199830146121
1713,2006,Gold,Germany,0,0,0.0125663235206078,271517.781686762,0.067,0.187557067471758
1714,2007,Gold,Germany,0,0,0.0,0.0,0.066,0.0
1715,2008,Gold,Germany,0,0,0.0,0.0,0.064,0.0
1716,2009,Gold,Germany,0,0,0.0,0.0,0.061,0.0
1717,2010,Gold,Germany,0,0,0.0,0.0,0.059,0.0
1718,2011,Gold,Germany,0,0,0.0,0.0,0.058,0.0
1719,2012,Gold,Germany,0,0,0.0,0.0,0.059,0.0
1720,2013,Gold,Germany,0,0,0.00775769749087503,320933.423402776,0.057,0.136099955980264
1721,2014,Gold,Germany,0,0,0.00813101672401464,305727.137708,0.057,0.142649416210783
1722,2015,Gold,Germany,0,0,0.00800145711927049,305124.370804433,0.056,0.142883162844116
1723,2016,Gold,Germany,0,0,0.00940779722730885,401754.493212258,0.056,0.167996379059087
1724,2002,Molybdenum,Germany,0,0,0.0512744705461708,424.552616122294,0.188,0.272736545458355
1725,2003,Molybdenum,Germany,0,0,0.0541677701386338,639.179687635878,0.19,0.285093527045441
1726,2004,Molybdenum,Germany,0,0,0.051423625714999,1887.24706374046,0.2,0.257118128574995
1727,2005,Molybdenum,Germany,0,0,0.0631451629219062,4426.47592082563,0.216,0.292338717231047
1728,2006,Molybdenum,Germany,0,0,0.0,0.0,0.212,0.0
1729,2007,Molybdenum,Germany,0,0,0.0501988892165292,3353.28579966415,0.221,0.227144295097417
1730,2008,Molybdenum,Germany,0,0,0.062278915680665,3923.57168788189,0.231,0.269605695587294
1731,2009,Molybdenum,Germany,0,0,0.0698951491285884,1803.29484751758,0.243,0.287634358553862
1732,2010,Molybdenum,Germany,0,0,0.0704635734195132,2452.13235499906,0.242,0.291171790989724
1733,2011,Molybdenum,Germany,0,0,0.0666267850132811,2285.29872595554,0.242,0.275317293443311
1734,2012,Molybdenum,Germany,0,0,0.0718992764122248,2020.36966718352,0.263,0.273381279133935
1735,2013,Molybdenum,Germany,0,0,0.0629074179265904,1440.57987051892,0.261,0.241024589757051
1736,2014,Molybdenum,Germany,0,0,0.0741282810454368,1912.50965097227,0.26,0.28510877325168
1737,2015,Molybdenum,Germany,0,0,0.0730643349091694,1103.27145712846,0.283,0.258177861869857
1738,2016,Molybdenum,Germany,0,0,0.0880515932095034,1267.94294221685,0.281,0.313350865514247
1739,2002,Nickel,Germany,0,0,0.086248489476,771.711809526089,0.116,0.743521461
1740,2003,Nickel,Germany,0,0,0.0,0.0,0.115,0.0
1741,2004,Nickel,Germany,0,0,0.076364944812,1241.51454502281,0.117,0.652691836
1742,2005,Nickel,Germany,0,0,0.0389616993829843,654.984349093361,0.105,0.371063803647469
1743,2006,Nickel,Germany,0,0,0.0317387904094619,856.041833365089,0.101,0.314245449598632
1744,2007,Nickel,Germany,0,0,0.0335820355328096,1310.12923583439,0.111,0.302540860655942
1745,2008,Nickel,Germany,0,0,0.0335888249881162,689.540957522038,0.11,0.30535295443742
1746,2009,Nickel,Germany,0,0,0.0341706541349485,519.124336390092,0.108,0.316394945693967
1747,2010,Nickel,Germany,0,0,0.036865835882641,804.001484889135,0.112,0.329159248952152
1748,2011,Nickel,Germany,0,0,0.0462210197916798,954.036514265115,0.135,0.342377924382813
1749,2012,Nickel,Germany,0,0,0.035155173026994,559.914683042282,0.188,0.186995601207415
1750,2013,Nickel,Germany,0,0,0.08834258116471,1210.5875427518,0.226,0.390896376835
1751,2014,Nickel,Germany,0,0,0.037175858603822,580.336714803651,0.102,0.364469201998255
1752,2015,Nickel,Germany,0,0,0.0381360446800599,462.29657442509,0.1,0.381360446800599
1753,2016,Nickel,Germany,0,0,0.0317782482198595,324.264609270482,0.087,0.365267220917925
1754,2017,Nickel,Germany,0,0,0.0365762621745317,391.225186658118,0.093,0.393293141661632
1755,2002,Zinc,Germany,0,0,0.0136480072131551,14.0433899821202,0.104,0.13123083858803
1756,2003,Zinc,Germany,0,0,0.0226104398757004,23.5053610859806,0.111,0.203697656537841
1757,2004,Zinc,Germany,0,0,0.0207928422606021,25.6223957324722,0.117,0.177716600517967
